Order,Site,RFID Date,LEFT,RIGHT,RFID number,OLD RFID,Sex,Age_TOIC,Notes,Breeding 2018,Breeding 2017,Breeding 2016,Breeding 2015,Detected_18_19,Detected_17_18,Detected_16_17,Detected_15_16,Detected_14_15,Detected_April_16,Detected_May_16,Recap_F18_19,Recap F17_18,Recap F16_17,Recap F15_16,Recap F14_15,,,Present_17_18,Present_16_17,Present_15_16,Present_14_15,Nonbreeding_18_19,Breeding_18,Nonbreeding_17_18,Breeding_17,Nonbreeding_16_17,Breeding_16,Nonbreeding_15_16,Breeding_15,Nonbreeding_14_15,Remove_18_19
589,H,43537,Grey/Blue,Purple PT,011016F8EA,,F,juv,no blood; tail feather collected 2019,,,,,N,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
590,H,43537,Purple PT,G/LB,011016BC93,,,juv,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
591,H,43537,Purple PT,G/Black,011016EC1F,,,juv,no blood; tail feather collected 2019; odd bump/defect on bill,,,,,N,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
592,H,43539,S2820-13889/O,Y PT,0110173587,,,juv,tail feather collected 2019,,,,,N,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
593,H,43539,S2820-13905/G,White PT,01101744BA,,,juv, tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
594,H,43539,Purple PT,G/O,011016E90A,,M,juv,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
595,H,43539,G/Y,Purple PT,011016D7B8,,,,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
596,H,43542,S2820-13814/LB,White PT,0110172798,,,juv,tail feather collected 2019,,,,,N,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
597,H,43542,Purple PT,G/Y,011016DEED,,,juv,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
598,H,43542,Purple PT,G/Grey,01101700D6,,F,juv,no blood; tail feather collected 2019,,,,,N,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
599,H,43548,G/Black,Purple PT,011016A5C0,,F,juv,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
600,H,43548,G/O,Purple PT,011016AF74,,,juv,no blood; tail feather collected 2019,,,,,Y,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
601,H,43548,G/Grey,Purple PT,011016AE4D,,F,juv,no blood; tail feather collected 2019,,,,,N,,,,,,,,,,,,,,,,,,1,,,,,,,,,Y
602,L,41873,BLUE PT,,030003BC76,,M,adult,adult m; molting secondaries,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
603,L,41873,,BLUE PT,0700ED8A10,0700EE04B3,F,adult,molting outer tail; secondaries; OLD PIT TAG: 0700EE04B3,BOX 28 L; second clutch BOX 29-1 L,BOX 28 L,BOX 28 L,,N,N,Y,Y,Y,Y-LEAR 3,,,,,Y - 9/4 at F3L,,,,1,1,1,1,0,1,0,1,1,1,1,0,1,N
604,L,41878,BLACK PT,S2540-39287,0700EDF91A,,M,adult,,BOX 39-2 L,BOX 39-2 L,,,N,N,N,Y,N,Y-LEAR 8,,,,,Y - 9/4 at F2L; 9/18,,,,1,1,1,1,0,1,0,1,0,0,1,0,1,N
605,L,41878,BLUE PT,Blue,0700EDB710,,M,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
606,L,41878,BLUE PT,LB,0700ED9F89,,M,,,,,,BOX 48 L,N,N,N,Y,Y,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
607,L,41878,BLUE PT,G,0700EE28DD,,M,adult,molting secondaries,,,,,N,N,N,N,N,,,,,,,Y - F8L 10/29/14; F7L 11/10/14,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
608,L,41878,BLUE PT,S2720-43483,0700EE0796,,,adult,molting primaries,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
609,L,41878,GREY PT,,0700EDD7C6,,F,,,,,,BOX 48 L,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
610,L,41878,Y PT,,0300037E52,,,,,,,,,N,N,N,Y,Y,,,,,,Y - 10/21 at F9L,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
611,L,41878,Y PT,,0300035196,,M,adult,molting primaries; secondaries,,,BOX 45 L,,N,N,N,Y,N,Y-LEAR 8,,,,,,,,,0,0,1,1,0,0,0,0,0,1,1,0,1,N
612,L,41878,,GREY PT,030002D01B,,,,recaptured 12/26/14 at F8L,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
613,L,41885,Blue,BLUE PT,030001F598,,M,,,,BOX 61-2 L,BOX 61-1 L,BOX 64A L,N,Y,Y,Y,Y,Y-LEAR 8,,,,,Y - 10/21 at F8L,,,,1,1,1,1,0,0,1,1,1,1,1,1,1,N
614,L,41885,BLUE PT,LG,0300029B17,,,,,,,,,N,N,N,N,N,, ,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
615,L,41885,BLUE PT,Black,0700EDF951,,M,adult,adult. Has growth above PT; PT moves freely 9/18/15.,,,,BOX 34 L,N,N,N,Y,N,,,,,,Y - 9/4 at F4L; 9/18 at ?; 10/21 at F3L,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
616,L,41885,BLUE PT,Grey,03000374B8,,M,,,,,,,N,N,N,N,Y,,,,,,,Y - F8L 10/29/14,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
617,L,41885,BLUE PT,Y,030002ABB6,,M,,,,,,BOX 61 L,N,N,N,N,Y,,,,,,Y - 8/31 at F8L,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
618,L,41885,BLUE PT,O,0700EDFC08,,,adult,molting primaries; secondaries,,,,,N,N,N,N,Y,,,,,,,Y- F8L 11/10/14,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
619,L,41885,BLUE PT,W,0700EE0900,,,,,,,,,N,N,N,N,Y,,,,,,Y - 8/31 at F8L,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
620,L,41885,LB,BLUE PT,0700EE2471,,M,,,,,BOX 30-2 L,BOX 30 L,N,N,N,Y,Y,Y-LEAR 3,,,,,Y - 9/4 at F3L,,,,0,0,1,1,0,0,0,0,0,1,1,1,1,N
621,L,41892,G,BLUE PT,0300021719,,,,,,,,,N,N,N,Y,N,,,,,,Y - 8.31 at F9L,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
622,L,41922,Black,BLUE PT,03000238B6,,,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
623,L,41922,LG,BLUE PT,0700EDD882,,F,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
624,L,41941,BLACK PT,Blue,0700EDE9E6,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
625,L,41941,BLACK PT,LB,0300028A90,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
626,L,41941,BLACK PT,G,0700EE22F5,,M,,,,,,,N,N,N,Y,Y,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
627,L,41941,BLACK PT,LG,0700EE0832,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
628,L,41941,BLUE PT,S2720-43627/W,030001F5E3,,F,juv,pair with grey/blue pt at time of first capture,,,,,N,N,N,N,N,,,,,,Y -F5L 8/24; MASS 11.86; again 9/4 at F5L,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
629,L,41941,Grey,BLUE PT,0700EE3185,,,,pair with blue pt/SY at time of first capture,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
630,L,41941,O,BLUE PT,03000268DB,,M,,,,,,,N,N,N,N,Y,,,,,,,Y - F5L 11/19/14,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
631,L,41941,W,BLUE PT,0300024BC6,,M,,,,,,,N,N,N,Y,Y,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
632,L,41941,Y,BLUE PT,0700EE2F01,,F,,,,BOX 39-4 L,BOX 45 L,BOX 45 L,N,N,N,Y,Y,Y-LEAR 8,,,,,,,,,0,1,1,1,0,0,0,1,0,1,1,1,1,N
633,L,41946,BLACK PT,Black,0700EDFA56,,M,,,,,BOX 23 L,,N,N,N,Y,Y,Y-LEAR 3,,,,,Y-9/18 at F4L was badly tangled w/broken toe; released. ,,,,0,0,1,1,0,0,0,0,0,1,1,0,1,N
634,L,41946,BLACK PT,Grey,0700EDF49C,,M,,,,,,,N,N,N,N,Y,,,,,,,F3L 12/26/14,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
635,L,41946,BLACK PT,O,0700ED987A,,,,,,,,BOX 46 L,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
636,L,41946,BLACK PT,W,0700EE0FCF,,,,pair w blue;black pt at time of first capture,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
637,L,41946,Black PT,LG/S2720-43639,0700EE0791,,,juv,pair w lg;black pt at time of first capture,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
638,L,41946,BLACK PT,Y,0700EE1229,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
639,L,41946,BLACK PT,Grey/S2720-43470,0700EE2338,,F,adult,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
640,L,41946,Blue,BLACK PT,0700EDFC9F,,M,,pair w black pt;white at time of first capture,,,,BOX 45 L,N,N,N,N,Y,,,,,,Y-9/18 at F5L,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
641,L,41946,G,BLACK PT,0700ED9C83,,M,,pair w lb;black pt,,,BOX 37 L,,N,N,N,Y,N,,,,,,Y-9/18 at F4L,,,,0,0,1,1,0,0,0,0,0,1,1,0,1,N
642,L,41946,LB,BLACK PT,0700EDED2A,,F,,pair w green;black pt,BOX 32-1A L 06/10,BOX 32-1A,BOX 37 L,,N,N,N,Y,N,,,,,,,,,,1,1,1,1,0,1,0,1,0,1,1,0,1,N
643,L,41946,LG,BLACK PT,0700EDBBFC,,,,pair w black pt;LG/S at time of first capture,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
644,L,41953,Blue,Y PT,0300024BC2,,M,,,,,,BOX 59 L,N,N,N,Y,Y,,,,,F,,,,,0,1,1,1,0,0,0,0,1,0,1,1,1,N
645,L,41953,G,Y PT,0300024622,,,,,,,,,N,N,N,Y,N,,,,,,Y-9/18 at F2L; 10/21 at F2L,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
646,L,41953,Grey,BLACK PT,0700EE1E3D,,M,,,,BOX 25-1 L,BOX 27A L,BOX 27B,N,N,Y,Y,N,Y-LEAR 3,,,,Y-F2L 12/28,Y-9/18 at F2L,,,,0,1,1,1,0,0,0,1,1,1,1,1,1,N
647,L,41953,LB,Y PT,0300023ABD,,F,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
648,L,41953,O,BLACK PT,0700EE0EAB,,,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
649,L,41953,W,BLACK PT,0700EDEBBE,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
650,L,41953,Y,BLACK PT,0700ED9F1F,,M,,,,,,BOX 26 L,N,N,N,Y,N,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
651,L,41953,Y PT,Blue/S2720-43535,0300038570,,,juv,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
652,L,41953,Y PT,Blue,03000390F1,,F,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
653,L,41953,Y PT,LB,030002B51B,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
654,L,41953,Y PT,G,030002BA36,,,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
655,L,41953,Y PT,LG,030003ACE9,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
656,L,41953,Y PT,Black,030002D697,,M,,,,,,BOX 50 L,N,N,N,N,N,,,,,,Y - 8/31 at F8L,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
657,L,41953,Y PT,Grey,03000238E7,,,,didn't fly for several minutes,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
658,L,41953,Y PT,Y,030001E5EE,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
659,L,41953,Y PT,O,03000298F3,,F,,,,BOX 51-1 L,BOX 57 L,BOX 50 L,N,N,N,Y,N,,,,,,,,,,0,1,1,1,0,0,0,1,0,1,1,1,1,N
660,L,41953,Y PT,W,0300025C11,,,,,,,,,N,N,N,Y,N,Y-LEAR 8,,,,,Y - 8/31 at F7L,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
661,L,41953,Y PT,S2720-43484/G,0300027CC3,,,adult,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
662,L,41957,Black,Y PT,030001EDEB,,M,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
663,L,41957,Blue,GREY PT,030001C4F8,,,,,,,,,N,N,N,N,N,,,,,,Y - 9/9 at F10L,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
664,L,41957,Grey,Y PT,030001CE0E,,,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
665,L,41957,GREY PT,Blue,0700ED98D3,,,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
666,L,41957,GREY PT,LB,0700EE12AD,,F,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
667,L,41957,GREY PT,G,0700EDACDA,,M,,,,,,BOX 68 L,N,N,N,Y,Y,Y-LEAR 8,,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
668,L,41957,GREY PT,LG,030001AA57,,M,,recaptured 12/26/14 at F8L,BOX 66 L,BOX 64A L,BOX 66 L,,N,N,Y,Y,Y,,,,,,Y - 8/31 at F9L; 9/9 AT F9L,Y - F8L 12/26/14,,,1,1,1,1,0,1,0,1,1,1,1,0,1,N
669,L,41957,GREY PT,Black,0700EE1FBA,,,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
670,L,41957,GREY PT,Grey,0700EDE5DD,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
671,L,41957,GREY PT,Y,0700ED8F36,,M,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
672,L,41957,GREY PT,O,0700EE0EE4,,,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
673,L,41957,GREY PT,W,030003B798,,,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
674,L,41957,LG,Y PT,030003BC9C,,F,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
675,L,41957,O,Y PT,030001FBB1,,F,,,,,BOX 15 L,BOX 10 L,N,N,N,Y,N,,,,,,Y-9/18 at F1L,,,,0,0,1,1,0,0,0,0,0,1,1,1,1,N
676,L,41957,W,Y PT,03000393B8,,,,didn't fly for app 30 min,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
677,L,41957,Y,Y PT,030002A904,,M,,didn't fly right away,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
678,L,41962,Black,GREY PT,0300005334,,,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
679,L,41962,BLUE PT,Blue/Blue,0700EDDEED,,M,,,,,,BOX 86 L,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
680,L,41962,BLUE PT,Black/Black,0700EDE654,,,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
681,L,41962,BLUE PT,G/G,0700EDBE0A,,F,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
682,L,41962,BLUE PT,LG/LG,0300029FD8,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
683,L,41962,G,GREY PT,0700EE1214,,F,,,,,,BOX 67 L,N,N,N,Y,Y,,,,,,Y - 8/31 at F9L; again 9/23 at F8,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
684,L,41962,Grey,GREY PT,030001F82D,,M,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
685,L,41962,GREY PT,S2540-39274,0700EE3087,,F,adult,,,,BOX 42 L,BOX 42 L,N,N,N,Y,Y,,,,,,,,,,0,0,1,1,0,0,0,0,0,1,1,1,1,N
686,L,41962,LB,GREY PT,0700EDC701,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
687,L,41962,LG,GREY PT,0300024AB8,,,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
688,L,41962,O,GREY PT,0700EDB6AE,,,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
689,L,41962,W,GREY PT,03000158F3,,,,,,,,,N,N,N,N,Y,,,,,,,Y - F8L 12/26/14,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
690,L,41962,Y,GREY PT,0700EE36E7,,,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
691,L,41964,BLUE PT,LB/LB,0700EE22BD,,,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
692,L,41964,BLUE PT,Y/Y,030001E139,,,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
693,L,41964,BLUE PT,O/O,0700EDD850,,,,,,,,,N,N,N,Y,Y,,,,,,Y - 8/31 at F9L,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
694,L,41964,GREY PT,S2540-39355/G,0300035E65,,M,adult,,,,,,N,N,N,N,N,,,,,,Y-9/18 at F4L,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
695,L,41999,BLACK PT,Blue/Blue,0700EE0C1C,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
696,L,41999,BLACK PT,Black/Black,0700EE1694,,,,,,,,,N,N,N,Y,Y,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
697,L,41999,BLACK PT,G/G,0700EE268F,,M,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
698,L,41999,BLACK PT,LB/LB,0700EE1AE9,,,,,,,,,N,N,N,Y,N,,,,,,Y-9/23 at F7L; 10/21 at F7L,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
699,L,41999,BLACK PT,Y/Y,0700EE07EA,,M,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
700,L,41999,BLACK PT,O/O,0700EDAF9D,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
701,L,41999,BLACK PT,Grey/Grey,0700ED9AA8,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
702,L,41999,BLACK PT,LG/LG,0700EDB7ED,,M,,,,,,BOX 53 L,N,N,N,Y,Y,Y-LEAR 8,,,,,Y - 8/31/15 at F7L,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
703,L,41999,BLACK PT,W/W,0700EDC868,,F,,,,,,BOX 53 L,N,N,N,Y,Y,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
704,L,41999,Black/Black,BLUE PT,0300039338,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
705,L,41999,BLUE PT,Grey/Grey,0700EDC784,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
706,L,41999,BLUE PT,W/W,030001C868,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
707,L,41999,Blue/Blue,BLUE PT,03000210A4,,M,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
708,L,41999,Blue/Blue,BLACK PT,0700EE3B1E,,F,,,,,,,N,N,N,Y,Y,,,,,,Y - 8/31/15 at F9L,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
709,L,41999,G/G,BLUE PT,0700EDD143,,M,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
710,L,41999,Grey/Grey,BLUE PT,03000338A4,,,,,,,,,N,N,N,N,Y,,,,,,Y - 8/31/15 at F8L,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
711,L,41999,LB/LB,BLUE PT,0300028599,,M,,lost tail,,,BOX 55-3 L,,N,N,Y,Y,Y,Y-LEAR 8,,,,,,,,,0,1,1,1,0,0,0,0,1,1,1,0,1,N
712,L,41999,LG/LG,BLUE PT,0700EDC275,,F,,,,,,BOX 30 L,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
713,L,41999,O/O,BLUE PT,030001B0D7,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
714,L,41999,W/W,BLUE PT,0700EDD343,,F,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
715,L,41999,Y/Y,BLUE PT,0700EE1AAD,,,,,,,,,N,N,Y,Y,Y,Y-LEAR 8,,,,,Y - again 10/21 at F8L,,,,0,1,1,1,0,0,0,0,1,0,1,0,1,N
716,L,42013,Black/Black,BLACK PT,0700EDF229,,,,,,,,,N,N,N,Y,N,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
717,L,42013,G/G,BLACK PT,0700EE2652,,,,,,,,,N,N,N,N,N,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
718,L,42018,BLUE PT,Y/S2720-43597,0300019E94,,,juv,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
719,L,42018,BLUE PT,S2720-43636/Y,0700EE2C29,0700EE26D8,,juv,formerly 0700EE26D8; replaced 8/19/15,,,,,N,N,N,Y,Y,,,,,,Y - 8/19; 9/4 at F3L; 10/21 AT F3L,,,,0,0,1,1,0,0,0,0,0,0,1,0,1,N
720,L,42018,BLUE PT,O/S2720-43543,0700EE16FA,,F,juv,Detected LOW and HIGH arrays F2014/W15,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
721,L,42018,Grey/Grey,BLACK PT,0700EDFF75,,F,,,,,,BOX 1 L,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
722,L,42018,LB/LB,BLACK PT,0700EDF2A7,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
723,L,42018,LG/LG,BLACK PT,0700EDE803,,M,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
724,L,42018,O/O,BLACK PT,0700EE3386,,F,,,BOX 29-6 L,BOX 29-6 L,BOX 29-6 L,,N,N,Y,Y,Y,Y-LEAR 3,,,,,Y-9/18 at F3L,,,,1,1,1,1,0,1,0,1,1,1,1,0,1,N
725,L,42018,Y/Y,BLACK PT,0700EDD3BC,,,,,,,,,N,N,N,N,Y,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,N
726,L,42177,W/W,BLACK PT,03000357DA,,F,adult,,,,,BOX 5 L,N,N,N,N,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
727,L,42177,Y PT,Blue/Blue,030002A272,,M,adult,,,,,BOX 4 L,N,N,N,N,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
728,L,42177,Y PT,Black/Black,03000328BB,,F,adult,,BOX 5 L,BOX 4 L,BOX 1 L,BOX 4 L,N,N,N,N,,,,,,,,,,,1,1,1,1,0,1,0,1,0,1,0,1,1,N
729,L,42177,Y PT,G/G,0300038D22,,M,adult,,,,,BOX 67 L,N,N,N,N,,,,,,,Y - 10/21 at F9L; 11/15 at F8L,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
730,L,42177,Y PT,LB/LB,03000274CD,,M,adult,,,,,BOX 5 L,N,N,N,N,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
731,L,42177,Y PT,Y/S2720-43467,030002AF09,,F,adult,,,,,BOX 14 L,N,N,N,Y,,,,,,,Y-9/18 at F1L,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
732,L,42177,Y PT,Y/Y,0300030FD8,,M,adult,,BOX 16 L,BOX 16 L,BOX 16 L,BOX 14 L,N,N,Y,Y,,,,,,,,,,,1,1,1,1,0,1,0,1,1,1,1,1,1,N
733,L,42177,Y PT,O/O,03000365FE,,M,adult,,BOX 43-1 L,BOX 39-4 L,BOX 42 L,BOX 42 L,N,N,N,Y,,,,,,,,,,,1,1,1,1,0,1,0,1,0,1,1,1,1,N
734,L,42179,Y PT,Grey/Grey,030002CF5E,,F,adult,lost tail at capture,,,,BOX 68 L,N,N,N,N,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,N
735,L,42179,Y PT,W/W,030001CC09,,F,adult,,,,,BOX 64A L,N,N,N,Y,,,,,,,Y - 9/9 at F8L,,,,0,0,1,1,0,0,0,0,0,0,1,1,1,N
